chr 	start	end	enhancerID	Gene	Type	q-value	rho
chr6	43769300	43783700	enh-1053090	NFKBIE	protein_coding	0.045681544	0.571428571
chr6	43769300	43783700	enh-1053090	POLH	protein_coding	0.022039155	0.652631579
chr6	43769300	43783700	enh-1053090	GTPBP2	protein_coding	0.012927982	0.706766917
chr6	43769300	43783700	enh-1053090	VEGFA	protein_coding	0.021675718	0.654135338
chr6	43769300	43783700	enh-1053090	TMEM63B	protein_coding	0.037517168	0.593984962
chr6	43769300	43783700	enh-1053090	AARS2	protein_coding	0.005833616	0.768421053
chr6	43862850	43864250	enh-1053100	NFKBIE	protein_coding	0.028271851	0.62556391
chr6	43862850	43864250	enh-1053100	VEGFA	protein_coding	0.037517168	0.593984962
chr6	43862850	43864250	enh-1053100	CDC5L	protein_coding	0.026328521	0.633082707
chr6	43867350	43871050	enh-1053102	C6orf223	protein_coding	0.005847473	0.766917293
chr6	43867350	43871050	enh-1053102	NFKBIE	protein_coding	0.02040315	0.660150376
chr6	43867350	43871050	enh-1053102	POLH	protein_coding	0.02526631	0.637593985
chr6	43867350	43871050	enh-1053102	GTPBP2	protein_coding	0.027576535	0.628571429
chr6	43867350	43871050	enh-1053102	VEGFA	protein_coding	0	0.87518797
chr6	43867350	43871050	enh-1053102	AARS2	protein_coding	0.033152498	0.607518797
chr6	43878150	43887150	enh-1053103	C6orf223	protein_coding	0.004801615	0.778947368
chr6	43878150	43887150	enh-1053103	GTPBP2	protein_coding	0.024919543	0.639097744
chr6	43878150	43887150	enh-1053103	VEGFA	protein_coding	0.007322229	0.75037594
chr6	43878150	43887150	enh-1053103	AARS2	protein_coding	0.032370458	0.610526316
chr6	43889150	43897350	enh-1053105	C6orf223	protein_coding	0.004801615	0.778947368
chr6	43889150	43897350	enh-1053105	NFKBIE	protein_coding	0.003585716	0.790977444
chr6	43889150	43897350	enh-1053105	POLH	protein_coding	0.042725569	0.578947368
chr6	43889150	43897350	enh-1053105	GTPBP2	protein_coding	0.007005251	0.754887218
chr6	43889150	43897350	enh-1053105	VEGFA	protein_coding	0.005237412	0.77443609
chr6	43889150	43897350	enh-1053105	AARS2	protein_coding	0.037517168	0.593984962
chr6	43889150	43897350	enh-1053105	SPATS1	protein_coding	0.027276251	0.619245103
chr6	43889150	43897350	enh-1053105	CDC5L	protein_coding	0.032370458	0.610526316
chr6	43902350	43902400	enh-1053108	C6orf223	protein_coding	0.03805783	0.592481203
chr6	43902350	43902400	enh-1053108	NFKBIE	protein_coding	0.013463388	0.702255639
chr6	43902350	43902400	enh-1053108	VEGFA	protein_coding	0.028580744	0.62406015
chr6	43902350	43902400	enh-1053108	AARS2	protein_coding	0.045106078	0.572932331
chr6	43902350	43902400	enh-1053108	CDC5L	protein_coding	0.013182684	0.705263158
chr6	43910850	43925050	enh-1053111	C6orf223	protein_coding	0.003075549	0.796992481
chr6	43910850	43925050	enh-1053111	POLH	protein_coding	0.043305504	0.577443609
chr6	43910850	43925050	enh-1053111	GTPBP2	protein_coding	0.02358024	0.645112782
chr6	43910850	43925050	enh-1053111	VEGFA	protein_coding	0.001043623	0.821052632
chr6	43910850	43925050	enh-1053111	CAPN11	protein_coding	0.043838331	0.57593985
chr6	43910850	43925050	enh-1053111	AARS2	protein_coding	0.016552328	0.681203008
chr6	43931500	43936100	enh-1053113	C6orf223	protein_coding	0.003867147	0.787969925
chr6	43931500	43936100	enh-1053113	NFKBIE	protein_coding	0.037517168	0.593984962
chr6	43931500	43936100	enh-1053113	POLH	protein_coding	0.008027645	0.744360902
chr6	43931500	43936100	enh-1053113	GTPBP2	protein_coding	0.041577173	0.581954887
chr6	43931500	43936100	enh-1053113	VEGFA	protein_coding	0.006346942	0.762406015
chr6	43931500	43936100	enh-1053113	AARS2	protein_coding	0.016552328	0.681203008
chr6	43931500	43936100	enh-1053113	CDC5L	protein_coding	0.048814002	0.563909774
chr6	43943900	43947050	enh-1053114	C6orf223	protein_coding	0.02358024	0.645112782
chr6	43943900	43947050	enh-1053114	NFKBIE	protein_coding	0.043838331	0.57593985
chr6	43943900	43947050	enh-1053114	POLH	protein_coding	0.043305504	0.577443609
chr6	43943900	43947050	enh-1053114	GTPBP2	protein_coding	0.043838331	0.57593985
chr6	43943900	43947050	enh-1053114	VEGFA	protein_coding	0.018182739	0.672180451
chr6	43943900	43947050	enh-1053114	AARS2	protein_coding	0.013258548	0.703759398
chr6	43986850	43994500	enh-1053117	C6orf223	protein_coding	0.009167319	0.735338346
chr6	43986850	43994500	enh-1053117	NFKBIE	protein_coding	0.013182684	0.705263158
chr6	43986850	43994500	enh-1053117	GTPBP2	protein_coding	0.007704698	0.747368421
chr6	43986850	43994500	enh-1053117	VEGFA	protein_coding	0.022958796	0.648120301
chr6	44006100	44007800	enh-1053120	C6orf223	protein_coding	0.024254752	0.642105263
chr6	44006100	44007800	enh-1053120	NFKBIE	protein_coding	0.031115882	0.615037594
chr6	44006100	44007800	enh-1053120	GTPBP2	protein_coding	0.040525729	0.584962406
chr6	44006100	44007800	enh-1053120	VEGFA	protein_coding	0.010814947	0.723308271
chr6	44006100	44007800	enh-1053120	TMEM63B	protein_coding	0.043305504	0.577443609
chr6	44006100	44007800	enh-1053120	AARS2	protein_coding	0.033152498	0.607518797
chr6	44006100	44007800	enh-1053120	SPATS1	protein_coding	0.048991691	0.556353022
chr6	44006100	44007800	enh-1053120	CDC5L	protein_coding	0.032784851	0.609022556
chr6	44119150	44121000	enh-1053123	C6orf223	protein_coding	0.039005814	0.589473684
chr6	44119150	44121000	enh-1053123	NFKBIE	protein_coding	0.018986402	0.667669173
chr6	44119150	44121000	enh-1053123	POLH	protein_coding	0.032784851	0.609022556
chr6	44119150	44121000	enh-1053123	GTPBP2	protein_coding	0.048814002	0.563909774
chr6	44119150	44121000	enh-1053123	AARS2	protein_coding	0.012269452	0.711278195
chr6	44119150	44121000	enh-1053123	CDC5L	protein_coding	0.01552578	0.688721805
chr6	44139650	44142400	enh-1053124	NFKBIE	protein_coding	0.049409474	0.562406015
chr6	44139650	44142400	enh-1053124	POLH	protein_coding	0.039956355	0.586466165
chr6	44139650	44142400	enh-1053124	VEGFA	protein_coding	0.016778262	0.679699248
chr6	44139650	44142400	enh-1053124	TMEM63B	protein_coding	0.015701038	0.687218045
chr6	44139650	44142400	enh-1053124	AARS2	protein_coding	0.041577173	0.581954887
chr6	44143350	44148500	enh-1053125	C6orf223	protein_coding	0.024606291	0.640601504
chr6	44143350	44148500	enh-1053125	NFKBIE	protein_coding	0.045681544	0.571428571
chr6	44143350	44148500	enh-1053125	POLH	protein_coding	0.022639745	0.64962406
chr6	44143350	44148500	enh-1053125	GTPBP2	protein_coding	0.022263809	0.65112782
chr6	44143350	44148500	enh-1053125	VEGFA	protein_coding	0.017899231	0.673684211
chr6	44143350	44148500	enh-1053125	TMEM63B	protein_coding	0.02112261	0.657142857
chr6	44143350	44148500	enh-1053125	CAPN11	protein_coding	0.024606291	0.640601504
chr6	44143350	44148500	enh-1053125	AARS2	protein_coding	0.005386597	0.772932331
chr6	44198550	44207050	enh-1053129	C6orf223	protein_coding	0.014773553	0.693233083
chr6	44198550	44207050	enh-1053129	NFKBIE	protein_coding	0.030765927	0.616541353
chr6	44198550	44207050	enh-1053129	GTPBP2	protein_coding	0.042725569	0.578947368
chr6	44198550	44207050	enh-1053129	VEGFA	protein_coding	0.032784851	0.609022556
chr6	44198550	44207050	enh-1053129	AARS2	protein_coding	0.036495289	0.596992481
chr6	52371700	52389800	enh-1053319	EFHC1	protein_coding	0.048814002	0.563909774
chr6	52679650	52681250	enh-1053330	TMEM14A	protein_coding	0.02330238	0.646616541
chr6	52705550	52706650	enh-1053331	ICK	protein_coding	0	0.866165414
chr6	53462050	53471700	enh-1053362	KLHL31	protein_coding	0.016370248	0.682706767
chr6	53462050	53471700	enh-1053362	MLIP	protein_coding	0.015038084	0.691729323
chr6	53509950	53518550	enh-1053363	KLHL31	protein_coding	0.016552328	0.681203008
chr6	83892100	83894750	enh-1053686	PGM3	protein_coding	0.025970771	0.634586466
chr6	106034650	106036850	enh-1053903	PRDM1	protein_coding	0.039005814	0.589473684
chr6	106572050	106575500	enh-1053916	PRDM1	protein_coding	0.022958796	0.648120301
chr6	106588350	106591350	enh-1053919	PRDM1	protein_coding	0.045106078	0.572932331
chr6	106608800	106614150	enh-1053922	PRDM1	protein_coding	0.017899231	0.673684211
chr6	106641900	106646700	enh-1053924	PRDM1	protein_coding	0.036495289	0.596992481
chr6	107013450	107015700	enh-1053951	AIM1	protein_coding	0.008492874	0.741353383
chr6	108519800	108537150	enh-1053993	SNX3	protein_coding	0.039956355	0.586466165
chr6	110846750	110870200	enh-1054039	RPF2	protein_coding	0.024919543	0.639097744
chr6	110846750	110870200	enh-1054039	CDK19	protein_coding	0.030765927	0.616541353
chr6	110874400	110895600	enh-1054040	RPF2	protein_coding	0.044388317	0.57443609
chr6	110874400	110895600	enh-1054040	CDK19	protein_coding	0.034541136	0.603007519
chr6	111056250	111062300	enh-1054046	CDK19	protein_coding	0.029388986	0.621052632
chr6	111270050	111275650	enh-1054051	RPF2	protein_coding	0.012709869	0.708270677
chr6	111270050	111275650	enh-1054051	CDK19	protein_coding	0.01162641	0.717293233
chr6	111596950	111615100	enh-1054061	TRAF3IP2	protein_coding	0.024606291	0.640601504
chr6	111596950	111615100	enh-1054061	LAMA4	protein_coding	0.029388986	0.621052632
chr6	111974200	111976650	enh-1054076	TRAF3IP2	protein_coding	0.020787056	0.658646617
chr6	111974200	111976650	enh-1054076	LAMA4	protein_coding	0.014632872	0.694736842
chr6	112119200	112133650	enh-1054077	TRAF3IP2	protein_coding	0.009167319	0.735338346
chr6	112119200	112133650	enh-1054077	LAMA4	protein_coding	0.039956355	0.586466165
chr6	112513350	112521700	enh-1054090	MARCKS	protein_coding	0.047570637	0.566917293
chr6	112513350	112521700	enh-1054090	LAMA4	protein_coding	0.000354694	0.90075188
chr6	112522200	112532150	enh-1054092	MARCKS	protein_coding	0.01980877	0.663157895
chr6	112522200	112532150	enh-1054092	LAMA4	protein_coding	0.000650383	0.82556391
chr6	113941100	113942700	enh-1054144	MARCKS	protein_coding	0.042725569	0.578947368
chr6	116764400	116776000	enh-1054187	DSE	protein_coding	0.046246048	0.569924812
chr6	123137050	123161950	enh-1054273	FABP7	protein_coding	0.023981845	0.63256868
chr6	123137050	123161950	enh-1054273	SMPDL3A	protein_coding	0.014632872	0.694736842
chr6	123137050	123161950	enh-1054273	CLVS2	protein_coding	0.007105047	0.741077338
chr6	138016350	138024750	enh-1054573	IFNGR1	protein_coding	0.017899231	0.673684211
chr6	138035200	138040850	enh-1054574	IFNGR1	protein_coding	0.022263809	0.65112782
chr6	138043400	138045350	enh-1054575	IFNGR1	protein_coding	0.039956355	0.586466165
chr6	138045700	138047800	enh-1054576	IFNGR1	protein_coding	0.008240798	0.742857143
chr6	138065650	138077300	enh-1054579	IFNGR1	protein_coding	0.042725569	0.578947368
chr6	138088400	138090850	enh-1054581	IFNGR1	protein_coding	0.015269289	0.690225564
chr6	138119550	138123150	enh-1054583	IFNGR1	protein_coding	0.02040315	0.660150376
chr6	138128250	138135500	enh-1054586	IFNGR1	protein_coding	0.025610751	0.636090226
chr6	138225000	138234350	enh-1054595	IFNGR1	protein_coding	0	0.839097744
chr6	146679050	146680050	enh-1054841	RAB32	protein_coding	0.006530651	0.760902256
chr6	158975150	158987000	enh-1055219	TAGAP	protein_coding	0.028271851	0.62556391
chr6	160013150	160017850	enh-1055251	SOD2	protein_coding	0.039956355	0.586466165
chr6	160013150	160017850	enh-1055251	WTAP	protein_coding	0.02008924	0.661654135
chr6	160074250	160078500	enh-1055253	SOD2	protein_coding	0.036495289	0.596992481
chr6	166965150	166977800	enh-1055442	Z98049.1	protein_coding	0.02358024	0.633961117
chr6	166965150	166977800	enh-1055442	RP11-514O12.4	protein_coding	0.045681544	0.571428571
chr6	166965150	166977800	enh-1055442	RNASET2	protein_coding	0.003718396	0.789473684
chr6	166979700	166982150	enh-1055443	RNASET2	protein_coding	0.03805783	0.592481203
chr6	167008150	167015750	enh-1055447	Z98049.1	protein_coding	0.019534536	0.653010429
chr6	167353250	167356550	enh-1055452	RP11-514O12.4	protein_coding	0.024254752	0.642105263
chr6	167353250	167356550	enh-1055452	RNASET2	protein_coding	0.012927982	0.706766917
chr7	1650800	1652600	enh-1055603	NUDT1	protein_coding	0.001700423	0.813533835
chr7	1650800	1652600	enh-1055603	EIF3B	protein_coding	0.012927982	0.706766917
chr7	1650800	1652600	enh-1055603	CHST12	protein_coding	0.024606291	0.640601504
chr7	2611000	2613300	enh-1055639	BRAT1	protein_coding	0.021675718	0.654135338
chr7	2611000	2613300	enh-1055639	AMZ1	protein_coding	0.012078417	0.712781955
chr7	2809250	2815500	enh-1055654	CARD11	protein_coding	0.047570637	0.566917293
chr7	2820200	2826650	enh-1055655	BRAT1	protein_coding	0.021675718	0.654135338
chr7	2820200	2826650	enh-1055655	AMZ1	protein_coding	0.018182739	0.672180451
chr7	2820200	2826650	enh-1055655	CARD11	protein_coding	0.011448362	0.718796992
chr7	2831000	2833600	enh-1055659	BRAT1	protein_coding	0.038553014	0.590977444
chr7	2831000	2833600	enh-1055659	CARD11	protein_coding	0.01926654	0.666165414
chr7	2891350	2893800	enh-1055663	BRAT1	protein_coding	0.040525729	0.584962406
chr7	2901600	2905600	enh-1055664	BRAT1	protein_coding	0.034170251	0.604511278
chr7	2901600	2905600	enh-1055664	AMZ1	protein_coding	0.034170251	0.604511278
chr7	2901600	2905600	enh-1055664	CARD11	protein_coding	0.007005251	0.754887218
chr7	2912350	2914350	enh-1055666	CARD11	protein_coding	0.039468134	0.587969925
chr7	3066750	3069450	enh-1055671	CARD11	protein_coding	0.006787696	0.757894737
chr7	5433400	5439600	enh-1055713	SLC29A4	protein_coding	0.03199025	0.612030075
chr7	5433400	5439600	enh-1055713	ACTB	protein_coding	0.003867147	0.787969925
chr7	6391850	6393750	enh-1055754	FAM220A	protein_coding	0.032370458	0.610526316
chr7	6470350	6484400	enh-1055758	FAM220A	protein_coding	0.008831206	0.738345865
chr7	6470350	6484400	enh-1055758	DAGLB	protein_coding	0.007105047	0.753383459
chr7	8163050	8181150	enh-1055820	MIOS	protein_coding	0.032784851	0.609022556
chr7	12766300	12772300	enh-1055859	ARL4A	protein_coding	0.028580744	0.62406015
chr7	12745800	12764400	enh-1055860	ARL4A	protein_coding	0.027943225	0.627067669
chr7	17271850	17280550	enh-1055929	TSPAN13	protein_coding	0	0.852631579
chr7	17469250	17491800	enh-1055934	TSPAN13	protein_coding	0.048814002	0.563909774
chr7	17558350	17576150	enh-1055936	TSPAN13	protein_coding	0.009019086	0.736842105
chr7	22121500	22124400	enh-1056053	STEAP1B	protein_coding	0.002354828	0.806015038
chr7	23610300	23611050	enh-1056107	IGF2BP3	protein_coding	0.03199025	0.612030075
chr7	24817200	24821700	enh-1056121	C7orf31	protein_coding	0.009622854	0.730827068
chr7	24822900	24825100	enh-1056122	C7orf31	protein_coding	0.016778262	0.679699248
chr7	24859150	24878450	enh-1056125	C7orf31	protein_coding	0.022263809	0.65112782
chr7	27315800	27318950	enh-1056200	JAZF1	protein_coding	0.032370458	0.610526316
chr7	27385600	27387800	enh-1056201	JAZF1	protein_coding	0.043305504	0.577443609
chr7	27402950	27405500	enh-1056202	JAZF1	protein_coding	0.014419529	0.696240602
chr7	27715000	27720800	enh-1056210	JAZF1	protein_coding	0.016552328	0.681203008
chr7	28188050	28198900	enh-1056234	JAZF1	protein_coding	0.018182739	0.672180451
chr7	28625150	28629250	enh-1056256	CREB5	protein_coding	0.039956355	0.586466165
chr7	32655600	32656650	enh-1056373	NT5C3A	protein_coding	0.036966008	0.595488722
chr7	32696300	32700100	enh-1056374	NT5C3A	protein_coding	0.03199025	0.612030075
chr7	32706100	32711600	enh-1056375	FKBP9	protein_coding	0.036495289	0.596992481
chr7	35042050	35045350	enh-1056422	DPY19L1	protein_coding	0.021391354	0.655639098
chr7	38379600	38382200	enh-1056492	STARD3NL	protein_coding	0.029388986	0.621052632
chr7	38406300	38410550	enh-1056493	NME8	protein_coding	0.017093836	0.678195489
chr7	44211500	44213850	enh-1056677	DBNL	protein_coding	0.018182739	0.672180451
chr7	44211500	44213850	enh-1056677	POLD2	protein_coding	0.017093836	0.678195489
chr7	44435850	44439700	enh-1056685	DBNL	protein_coding	0.01162641	0.717293233
chr7	44435850	44439700	enh-1056685	POLD2	protein_coding	0.022639745	0.64962406
chr7	44772450	44776100	enh-1056709	ZMIZ2	protein_coding	0.04104761	0.583458647
chr7	44772450	44776100	enh-1056709	MYO1G	protein_coding	0.024919543	0.639097744
chr7	44843550	44845650	enh-1056714	PPIA	protein_coding	0.038553014	0.590977444
chr7	44905850	44908000	enh-1056719	ZMIZ2	protein_coding	0.022039155	0.652631579
chr7	44905850	44908000	enh-1056719	MYO1G	protein_coding	0.007005251	0.754887218
chr7	44905850	44908000	enh-1056719	CCM2	protein_coding	0.018481523	0.670676692
chr7	45070600	45078750	enh-1056729	ZMIZ2	protein_coding	0.02330238	0.646616541
chr7	45070600	45078750	enh-1056729	MYO1G	protein_coding	0.017593897	0.67518797
chr7	45070600	45078750	enh-1056729	CCM2	protein_coding	0.036966008	0.595488722
chr7	46021600	46034700	enh-1056749	IGFBP3	protein_coding	0.022639745	0.64962406
chr7	46062900	46065850	enh-1056754	IGFBP3	protein_coding	0.008831206	0.738345865
chr7	46188750	46196600	enh-1056761	IGFBP3	protein_coding	0.029388986	0.621052632
chr7	46388350	46392750	enh-1056793	IGFBP3	protein_coding	0.00245844	0.804511278
chr7	46587750	46592150	enh-1056817	IGFBP3	protein_coding	0.022263809	0.65112782
chr7	46592950	46600050	enh-1056819	IGFBP3	protein_coding	0.003075549	0.796992481
chr7	46606400	46610750	enh-1056821	IGFBP3	protein_coding	0.005579687	0.771428571
chr7	46673900	46674650	enh-1056826	IGFBP3	protein_coding	0.008492874	0.741353383
chr7	46802350	46805450	enh-1056840	IGFBP1	protein_coding	0.04104761	0.583458647
chr7	46802350	46805450	enh-1056840	IGFBP3	protein_coding	0.010107797	0.727819549
chr7	50885150	50886600	enh-1056946	FIGNL1	protein_coding	0.012709869	0.708270677
chr7	50885150	50886600	enh-1056946	IKZF1	protein_coding	0.027576535	0.628571429
chr7	51186750	51192800	enh-1056963	GRB10	protein_coding	0.008693539	0.739849624
chr7	54772350	54774150	enh-1056992	SEC61G	protein_coding	0.004402291	0.783458647
chr7	54772350	54774150	enh-1056992	EGFR	protein_coding	0.006875705	0.756390977
chr7	54876800	54886150	enh-1056998	SEC61G	protein_coding	0.004801615	0.778947368
chr7	54876800	54886150	enh-1056998	EGFR	protein_coding	0.016778262	0.679699248
chr7	54898450	54901800	enh-1056999	SEC61G	protein_coding	0.045681544	0.571428571
chr7	54954200	54957350	enh-1057002	SEC61G	protein_coding	0.009343032	0.733834586
chr7	54954200	54957350	enh-1057002	EGFR	protein_coding	0.004801615	0.778947368
chr7	55060100	55065000	enh-1057011	SEC61G	protein_coding	0.045681544	0.571428571
chr7	55060100	55065000	enh-1057011	EGFR	protein_coding	0.023981845	0.643609023
chr7	55215550	55221000	enh-1057012	EGFR	protein_coding	0.015269289	0.690225564
chr7	55278950	55284050	enh-1057018	SEC61G	protein_coding	0.017093836	0.678195489
chr7	55278950	55284050	enh-1057018	EGFR	protein_coding	0.046904051	0.568421053
chr7	55311700	55315450	enh-1057020	SEC61G	protein_coding	0.028271851	0.62556391
chr7	55311700	55315450	enh-1057020	EGFR	protein_coding	0.018740059	0.669172932
chr7	55317000	55318800	enh-1057021	EGFR	protein_coding	0.026791493	0.631578947
chr7	55319100	55324550	enh-1057022	SEC61G	protein_coding	0.002576537	0.803007519
chr7	55319100	55324550	enh-1057022	EGFR	protein_coding	0.004402291	0.783458647
chr7	55597050	55608050	enh-1057038	VOPP1	protein_coding	0	0.836090226
chr7	56073600	56079200	enh-1057045	VOPP1	protein_coding	0.038553014	0.590977444
chr7	65515700	65517050	enh-1057078	CRCP	protein_coding	0.036966008	0.595488722
chr7	65633950	65637300	enh-1057089	TMEM248	protein_coding	0.021675718	0.654135338
chr7	66099200	66101750	enh-1057112	GUSB	protein_coding	0.009622854	0.730827068
chr7	66099200	66101750	enh-1057112	TMEM248	protein_coding	0.013463388	0.702255639
chr7	66312300	66313400	enh-1057123	TMEM248	protein_coding	0.028580744	0.62406015
chr7	73049300	73052050	enh-1057204	TBL2	protein_coding	0.048814002	0.563909774
chr7	76590350	76595150	enh-1057367	DTX2	protein_coding	0.008027645	0.744360902
chr7	76590350	76595150	enh-1057367	GSAP	protein_coding	0.015701038	0.687218045
chr7	76590350	76595150	enh-1057367	PTPN12	protein_coding	0.012927982	0.706766917
chr7	76635000	76640750	enh-1057370	DTX2	protein_coding	0.009534849	0.732330827
chr7	76635000	76640750	enh-1057370	PTPN12	protein_coding	0.022263809	0.65112782
chr7	76635000	76640750	enh-1057370	PHTF2	protein_coding	0.045681544	0.571428571
chr7	77054500	77060750	enh-1057376	DTX2	protein_coding	0	0.834586466
chr7	77054500	77060750	enh-1057376	GSAP	protein_coding	0.014192061	0.697744361
chr7	77054500	77060750	enh-1057376	PTPN12	protein_coding	0.006230334	0.763909774
chr7	77054500	77060750	enh-1057376	UPK3B	protein_coding	0.043838331	0.57593985
chr7	77187400	77204200	enh-1057380	GSAP	protein_coding	0.02526631	0.637593985
chr7	77187400	77204200	enh-1057380	PTPN12	protein_coding	0.03805783	0.592481203
chr7	90791750	90800100	enh-1057583	FZD1	protein_coding	0.006346942	0.762406015
chr7	90992450	91014200	enh-1057587	FZD1	protein_coding	0.005777604	0.769924812
chr7	92387700	92399800	enh-1057612	RBM48	protein_coding	0.042725569	0.578947368
chr7	98437100	98440200	enh-1057738	BHLHA15	protein_coding	0.026791493	0.631578947
chr7	98437100	98440200	enh-1057738	NPTX2	protein_coding	0.02112261	0.657142857
chr7	98804100	98811750	enh-1057751	ARPC1A	protein_coding	0.026328521	0.633082707
chr7	99811750	99816700	enh-1057786	PVRIG	protein_coding	0.005579687	0.771428571
chr7	99811750	99816700	enh-1057786	PILRA	protein_coding	0.036966008	0.595488722
chr7	100737050	100758300	enh-1057816	MUC3A	protein_coding	0.024919543	0.639097744
chr7	100737050	100758300	enh-1057816	MUC12	protein_coding	0.002576537	0.803007519
chr7	100737050	100758300	enh-1057816	MUC17	protein_coding	0.025294058	0.626495672
chr7	100737050	100758300	enh-1057816	SERPINE1	protein_coding	0.010107797	0.727819549
chr7	100737050	100758300	enh-1057816	PLOD3	protein_coding	0.006875705	0.756390977
chr7	100780000	100784200	enh-1057818	MUC3A	protein_coding	0.012078417	0.712781955
chr7	100780000	100784200	enh-1057818	MUC3A	protein_coding	0.015701038	0.674503149
chr7	100780000	100784200	enh-1057818	MUC12	protein_coding	0.006530651	0.760902256
chr7	100780000	100784200	enh-1057818	PLOD3	protein_coding	0.008831206	0.738345865
chr7	100786600	100788750	enh-1057819	MUC12	protein_coding	0.036966008	0.595488722
chr7	100786600	100788750	enh-1057819	PLOD3	protein_coding	0.038553014	0.590977444
chr7	101330650	101337400	enh-1057839	SH2B2	protein_coding	0.04824587	0.565413534
chr7	101946300	101951850	enh-1057888	SH2B2	protein_coding	0.045681544	0.571428571
chr7	105855500	105860650	enh-1057984	NAMPT	protein_coding	0.036495289	0.596992481
chr7	105966700	105973450	enh-1057987	NAMPT	protein_coding	0.01926654	0.666165414
chr7	105995850	106000600	enh-1057989	NAMPT	protein_coding	0.04104761	0.583458647
chr7	106057300	106067850	enh-1057993	NAMPT	protein_coding	0.004513685	0.781954887
chr7	106319100	106320200	enh-1058005	NAMPT	protein_coding	0.036966008	0.595488722
chr7	114528900	114531350	enh-1058175	MDFIC	protein_coding	0.045681544	0.571428571
chr7	115954850	115959400	enh-1058197	CAV1	protein_coding	0.013900251	0.69924812
chr7	115954850	115959400	enh-1058197	TES	protein_coding	0.022958796	0.648120301
chr7	115954850	115959400	enh-1058197	CAV2	protein_coding	0.016156947	0.684210526
chr7	115954850	115959400	enh-1058197	MET	protein_coding	0.016778262	0.679699248
chr7	116001000	116002800	enh-1058202	CAV1	protein_coding	0.01926654	0.666165414
chr7	127411850	127413150	enh-1058347	SND1	protein_coding	0.010814947	0.723308271
chr7	128066800	128070950	enh-1058395	HILPDA	protein_coding	0.001572762	0.815037594
chr7	128066800	128070950	enh-1058395	CALU	protein_coding	0.011287254	0.720300752
chr7	128161750	128165400	enh-1058396	HILPDA	protein_coding	0.023981845	0.643609023
chr7	128165450	128167700	enh-1058397	HILPDA	protein_coding	0.046904051	0.568421053
chr7	128165450	128167700	enh-1058397	CALU	protein_coding	0.01926654	0.666165414
chr7	129664800	129666700	enh-1058443	ZC3HC1	protein_coding	0.032370458	0.610526316
chr7	134919500	134924250	enh-1058613	AKR1B1	protein_coding	0.027576535	0.628571429
chr7	134919500	134924250	enh-1058613	C7orf49	protein_coding	0.011882525	0.714285714
chr7	134919500	134924250	enh-1058613	TMEM140	protein_coding	0.010603382	0.72481203
chr7	134919500	134924250	enh-1058613	STRA8	protein_coding	0.001807552	0.812030075
chr7	134919500	134924250	enh-1058613	AGBL3	protein_coding	0.02358024	0.645112782
chr7	134919500	134924250	enh-1058613	WDR91	protein_coding	0.046246048	0.569924812
chr7	134933550	134941100	enh-1058618	C7orf49	protein_coding	0.02987969	0.619548872
chr7	134933550	134941100	enh-1058618	STRA8	protein_coding	0.011065088	0.721804511
chr7	134933550	134941100	enh-1058618	AGBL3	protein_coding	0.02526631	0.637593985
chr7	134958750	134960100	enh-1058620	STRA8	protein_coding	0.032784851	0.609022556
chr7	134958750	134960100	enh-1058620	WDR91	protein_coding	0.02358024	0.645112782
chr7	137566650	137569100	enh-1058671	ZC3HAV1L	protein_coding	0.025610751	0.636090226
chr7	141284300	141288250	enh-1058806	ADCK2	protein_coding	0.02358024	0.645112782
chr7	142501650	142506400	enh-1058823	CLEC5A	protein_coding	0.025610751	0.636090226
chr7	148535850	148539000	enh-1058874	EZH2	protein_coding	0.001700423	0.813533835
chr7	148553150	148554700	enh-1058878	PDIA4	protein_coding	0.006530651	0.760902256
chr7	148553150	148554700	enh-1058878	EZH2	protein_coding	0.009622854	0.730827068
chr7	148760100	148762600	enh-1058884	C7orf33	protein_coding	0.046662041	0.561749607
chr7	148760100	148762600	enh-1058884	PDIA4	protein_coding	0.015701038	0.687218045
chr7	149436550	149440150	enh-1058895	KRBA1	protein_coding	0.032784851	0.609022556
chr7	149436550	149440150	enh-1058895	ZNF282	protein_coding	0.045681544	0.571428571
chr7	150446950	150455200	enh-1058911	GIMAP7	protein_coding	0.031115882	0.615037594
chr7	150446950	150455200	enh-1058911	GIMAP4	protein_coding	0.035977482	0.598496241
chr7	150446950	150455200	enh-1058911	TMEM176B	protein_coding	0.043838331	0.57593985
chr7	150446950	150455200	enh-1058911	LRRC61	protein_coding	0.027943225	0.627067669
chr7	150446950	150455200	enh-1058911	ZBED6CL	protein_coding	0.046246048	0.569924812
chr7	150446950	150455200	enh-1058911	GIMAP2	protein_coding	0.039468134	0.587969925
chr7	150474700	150487750	enh-1058912	GIMAP4	protein_coding	0.041577173	0.581954887
chr7	150474700	150487750	enh-1058912	LRRC61	protein_coding	0.026328521	0.633082707
chr7	150474700	150487750	enh-1058912	ZBED6CL	protein_coding	0.014192061	0.697744361
chr7	150474700	150487750	enh-1058912	GIMAP6	protein_coding	0.045681544	0.571428571
chr7	150533900	150545300	enh-1058913	LRRC61	protein_coding	0.031518	0.613533835
chr7	150570400	150576400	enh-1058914	RARRES2	protein_coding	0.033599154	0.606015038
chr7	150570400	150576400	enh-1058914	GIMAP7	protein_coding	0.027189622	0.630075188
