enhancerID	genes
chr5_1536953_1536972_enh-1047498_4	"LPCAT1 (-12871), MRPL36 (+263046)"
chr5_1541333_1541352_enh-1047500_15	"LPCAT1 (-17251), MRPL36 (+258666)"
chr5_1541348_1541367_enh-1047500_14	"LPCAT1 (-17266), MRPL36 (+258651)"
chr5_1541349_1541368_enh-1047500_20	"LPCAT1 (-17267), MRPL36 (+258650)"
chr5_1541358_1541377_enh-1047500_5	"LPCAT1 (-17276), MRPL36 (+258641)"
chr5_1541365_1541384_enh-1047500_12	"LPCAT1 (-17283), MRPL36 (+258634)"
chr5_1541374_1541393_enh-1047500_2	"LPCAT1 (-17292), MRPL36 (+258625)"
chr5_1541384_1541403_enh-1047500_16	"LPCAT1 (-17302), MRPL36 (+258615)"
chr5_1541385_1541404_enh-1047500_17	"LPCAT1 (-17303), MRPL36 (+258614)"
chr5_1541388_1541407_enh-1047500_10	"LPCAT1 (-17306), MRPL36 (+258611)"
chr5_1541389_1541408_enh-1047500_1	"LPCAT1 (-17307), MRPL36 (+258610)"
chr5_1541405_1541424_enh-1047500_19	"LPCAT1 (-17323), MRPL36 (+258594)"
chr5_1541413_1541432_enh-1047500_18	"LPCAT1 (-17331), MRPL36 (+258586)"
chr5_1541440_1541459_enh-1047500_9	"LPCAT1 (-17358), MRPL36 (+258559)"
chr5_1541447_1541466_enh-1047500_11	"LPCAT1 (-17365), MRPL36 (+258552)"
chr5_1541448_1541467_enh-1047500_8	"LPCAT1 (-17366), MRPL36 (+258551)"
chr5_1541452_1541471_enh-1047500_3	"LPCAT1 (-17370), MRPL36 (+258547)"
chr5_1541460_1541479_enh-1047500_13	"LPCAT1 (-17378), MRPL36 (+258539)"
chr5_1541479_1541498_enh-1047500_6	"LPCAT1 (-17397), MRPL36 (+258520)"
chr5_1541487_1541506_enh-1047500_4	"LPCAT1 (-17405), MRPL36 (+258512)"
chr5_1541496_1541515_enh-1047500_7	"LPCAT1 (-17414), MRPL36 (+258503)"
chr5_1542338_1542357_enh-1047500_7	"LPCAT1 (-18256), MRPL36 (+257661)"
chr5_1542340_1542359_enh-1047500_8	"LPCAT1 (-18258), MRPL36 (+257659)"
chr5_1542341_1542360_enh-1047500_5	"LPCAT1 (-18259), MRPL36 (+257658)"
chr5_1542342_1542361_enh-1047500_10	"LPCAT1 (-18260), MRPL36 (+257657)"
chr5_1542346_1542365_enh-1047500_1	"LPCAT1 (-18264), MRPL36 (+257653)"
chr5_1542351_1542370_enh-1047500_3	"LPCAT1 (-18269), MRPL36 (+257648)"
chr5_1542353_1542372_enh-1047500_9	"LPCAT1 (-18271), MRPL36 (+257646)"
chr5_1542354_1542373_enh-1047500_2	"LPCAT1 (-18272), MRPL36 (+257645)"
chr5_1542370_1542389_enh-1047500_6	"LPCAT1 (-18288), MRPL36 (+257629)"
chr5_1542388_1542407_enh-1047500_15	"LPCAT1 (-18306), MRPL36 (+257611)"
chr5_1542393_1542412_enh-1047500_16	"LPCAT1 (-18311), MRPL36 (+257606)"
chr5_1542397_1542416_enh-1047500_11	"LPCAT1 (-18315), MRPL36 (+257602)"
chr5_1542404_1542423_enh-1047500_13	"LPCAT1 (-18322), MRPL36 (+257595)"
chr5_1542405_1542424_enh-1047500_12	"LPCAT1 (-18323), MRPL36 (+257594)"
chr5_1542411_1542430_enh-1047500_14	"LPCAT1 (-18329), MRPL36 (+257588)"
chr5_1542501_1542520_enh-1047500_4	"LPCAT1 (-18419), MRPL36 (+257498)"
chr5_1543831_1543850_enh-1047500_5	"LPCAT1 (-19749), MRPL36 (+256168)"
chr5_1543832_1543851_enh-1047500_7	"LPCAT1 (-19750), MRPL36 (+256167)"
chr5_1543873_1543892_enh-1047500_3	"LPCAT1 (-19791), MRPL36 (+256126)"
chr5_1543874_1543893_enh-1047500_2	"LPCAT1 (-19792), MRPL36 (+256125)"
chr5_1543884_1543903_enh-1047500_18	"LPCAT1 (-19802), MRPL36 (+256115)"
chr5_1543885_1543904_enh-1047500_6	"LPCAT1 (-19803), MRPL36 (+256114)"
chr5_1543910_1543929_enh-1047500_19	"LPCAT1 (-19828), MRPL36 (+256089)"
chr5_1543911_1543930_enh-1047500_10	"LPCAT1 (-19829), MRPL36 (+256088)"
chr5_1543919_1543938_enh-1047500_12	"LPCAT1 (-19837), MRPL36 (+256080)"
chr5_1543930_1543949_enh-1047500_14	"LPCAT1 (-19848), MRPL36 (+256069)"
chr5_1543932_1543951_enh-1047500_8	"LPCAT1 (-19850), MRPL36 (+256067)"
chr5_1543939_1543958_enh-1047500_9	"LPCAT1 (-19857), MRPL36 (+256060)"
chr5_1543944_1543963_enh-1047500_4	"LPCAT1 (-19862), MRPL36 (+256055)"
chr5_1543984_1544003_enh-1047500_13	"LPCAT1 (-19902), MRPL36 (+256015)"
chr5_1543990_1544009_enh-1047500_17	"LPCAT1 (-19908), MRPL36 (+256009)"
chr5_1543991_1544010_enh-1047500_11	"LPCAT1 (-19909), MRPL36 (+256008)"
chr5_1543994_1544013_enh-1047500_15	"LPCAT1 (-19912), MRPL36 (+256005)"
chr5_1543995_1544014_enh-1047500_16	"LPCAT1 (-19913), MRPL36 (+256004)"
chr5_1543999_1544018_enh-1047500_1	"LPCAT1 (-19917), MRPL36 (+256000)"
chr5_1553077_1553096_enh-1047502_16	"LPCAT1 (-28995), MRPL36 (+246922)"
chr5_1553078_1553097_enh-1047502_12	"LPCAT1 (-28996), MRPL36 (+246921)"
chr5_1553079_1553098_enh-1047502_4	"LPCAT1 (-28997), MRPL36 (+246920)"
chr5_1553084_1553103_enh-1047502_13	"LPCAT1 (-29002), MRPL36 (+246915)"
chr5_1553087_1553106_enh-1047502_14	"LPCAT1 (-29005), MRPL36 (+246912)"
chr5_1553087_1553106_enh-1047502_17	"LPCAT1 (-29005), MRPL36 (+246912)"
chr5_1553102_1553121_enh-1047502_6	"LPCAT1 (-29020), MRPL36 (+246897)"
chr5_1553103_1553122_enh-1047502_9	"LPCAT1 (-29021), MRPL36 (+246896)"
chr5_1553106_1553125_enh-1047502_3	"LPCAT1 (-29024), MRPL36 (+246893)"
chr5_1553116_1553135_enh-1047502_18	"LPCAT1 (-29034), MRPL36 (+246883)"
chr5_1553130_1553149_enh-1047502_19	"LPCAT1 (-29048), MRPL36 (+246869)"
chr5_1553166_1553185_enh-1047502_20	"LPCAT1 (-29084), MRPL36 (+246833)"
chr5_1553219_1553238_enh-1047502_15	"LPCAT1 (-29137), MRPL36 (+246780)"
chr5_1553220_1553239_enh-1047502_5	"LPCAT1 (-29138), MRPL36 (+246779)"
chr5_1553223_1553242_enh-1047502_11	"LPCAT1 (-29141), MRPL36 (+246776)"
chr5_1553229_1553248_enh-1047502_8	"LPCAT1 (-29147), MRPL36 (+246770)"
chr5_1553231_1553250_enh-1047502_1	"LPCAT1 (-29149), MRPL36 (+246768)"
chr5_1553232_1553251_enh-1047502_2	"LPCAT1 (-29150), MRPL36 (+246767)"
chr5_1553233_1553252_enh-1047502_10	"LPCAT1 (-29151), MRPL36 (+246766)"
chr5_1553239_1553258_enh-1047502_7	"LPCAT1 (-29157), MRPL36 (+246760)"
chr5_1554344_1554363_enh-1047502_1	"LPCAT1 (-30262), MRPL36 (+245655)"
chr5_1554383_1554402_enh-1047502_2	"LPCAT1 (-30301), MRPL36 (+245616)"
chr5_1554492_1554511_enh-1047502_3	"LPCAT1 (-30410), MRPL36 (+245507)"
chr5_1555351_1555370_enh-1047502_1	"LPCAT1 (-31269), MRPL36 (+244648)"
chr5_1555358_1555377_enh-1047502_2	"LPCAT1 (-31276), MRPL36 (+244641)"
chr5_1555361_1555380_enh-1047502_3	"LPCAT1 (-31279), MRPL36 (+244638)"
chr5_1555886_1555905_enh-1047502_1	"LPCAT1 (-31804), MRPL36 (+244113)"
chr5_1555903_1555922_enh-1047502_2	"LPCAT1 (-31821), MRPL36 (+244096)"
chr5_1555904_1555923_enh-1047502_3	"LPCAT1 (-31822), MRPL36 (+244095)"
chr5_1557237_1557256_enh-1047502_4	"LPCAT1 (-33155), MRPL36 (+242762)"
chr5_1557244_1557263_enh-1047502_3	"LPCAT1 (-33162), MRPL36 (+242755)"
chr5_1557311_1557330_enh-1047502_1	"LPCAT1 (-33229), MRPL36 (+242688)"
chr5_1557315_1557334_enh-1047502_2	"LPCAT1 (-33233), MRPL36 (+242684)"
chr5_1557534_1557553_enh-1047502_7	"LPCAT1 (-33452), MRPL36 (+242465)"
chr5_1557535_1557554_enh-1047502_6	"LPCAT1 (-33453), MRPL36 (+242464)"
chr5_1557539_1557558_enh-1047502_2	"LPCAT1 (-33457), MRPL36 (+242460)"
chr5_1557540_1557559_enh-1047502_3	"LPCAT1 (-33458), MRPL36 (+242459)"
chr5_1557540_1557559_enh-1047502_5	"LPCAT1 (-33458), MRPL36 (+242459)"
chr5_1557543_1557562_enh-1047502_4	"LPCAT1 (-33461), MRPL36 (+242456)"
chr5_1557558_1557577_enh-1047502_8	"LPCAT1 (-33476), MRPL36 (+242441)"
chr5_1557592_1557611_enh-1047502_9	"LPCAT1 (-33510), MRPL36 (+242407)"
chr5_1557593_1557612_enh-1047502_1	"LPCAT1 (-33511), MRPL36 (+242406)"
chr5_1559555_1559574_enh-1047502_5	"LPCAT1 (-35473), MRPL36 (+240444)"
chr5_1559592_1559611_enh-1047502_3	"LPCAT1 (-35510), MRPL36 (+240407)"
chr5_1559677_1559696_enh-1047502_2	"LPCAT1 (-35595), MRPL36 (+240322)"
chr5_1559678_1559697_enh-1047502_4	"LPCAT1 (-35596), MRPL36 (+240321)"
chr5_1559694_1559713_enh-1047502_1	"LPCAT1 (-35612), MRPL36 (+240305)"
chr5_1561992_1562011_enh-1047502_2	"LPCAT1 (-37910), MRPL36 (+238007)"
chr5_1561993_1562012_enh-1047502_1	"LPCAT1 (-37911), MRPL36 (+238006)"
chr5_1565007_1565026_enh-1047502_1	"LPCAT1 (-40925), MRPL36 (+234992)"
chr5_1565010_1565029_enh-1047502_2	"LPCAT1 (-40928), MRPL36 (+234989)"
chr5_1565013_1565032_enh-1047502_5	"LPCAT1 (-40931), MRPL36 (+234986)"
chr5_1565014_1565033_enh-1047502_3	"LPCAT1 (-40932), MRPL36 (+234985)"
chr5_1565100_1565119_enh-1047502_4	"LPCAT1 (-41018), MRPL36 (+234899)"
chr5_1568103_1568122_enh-1047502_1	"LPCAT1 (-44021), MRPL36 (+231896)"
chr5_159657772_159657791_enh-1051132_3	"FABP6 (+43408), CCNJL (+81825)"
chr5_159657822_159657841_enh-1051132_1	"FABP6 (+43458), CCNJL (+81775)"
chr5_159657824_159657843_enh-1051132_2	"FABP6 (+43460), CCNJL (+81773)"
chr5_159658718_159658737_enh-1051132_2	"FABP6 (+44354), CCNJL (+80879)"
chr5_159658721_159658740_enh-1051132_1	"FABP6 (+44357), CCNJL (+80876)"
chr5_159658944_159658963_enh-1051132_1	"FABP6 (+44580), CCNJL (+80653)"
chr5_159658987_159659006_enh-1051132_3	"FABP6 (+44623), CCNJL (+80610)"
chr5_159658988_159659007_enh-1051132_4	"FABP6 (+44624), CCNJL (+80609)"
chr5_159658994_159659013_enh-1051132_11	"FABP6 (+44630), CCNJL (+80603)"
chr5_159659000_159659019_enh-1051132_12	"FABP6 (+44636), CCNJL (+80597)"
chr5_159659001_159659020_enh-1051132_15	"FABP6 (+44637), CCNJL (+80596)"
chr5_159659051_159659070_enh-1051132_10	"FABP6 (+44687), CCNJL (+80546)"
chr5_159659076_159659095_enh-1051132_13	"FABP6 (+44712), CCNJL (+80521)"
chr5_159659084_159659103_enh-1051132_18	"FABP6 (+44720), CCNJL (+80513)"
chr5_159659093_159659112_enh-1051132_16	"FABP6 (+44729), CCNJL (+80504)"
chr5_159659094_159659113_enh-1051132_14	"FABP6 (+44730), CCNJL (+80503)"
chr5_159659095_159659114_enh-1051132_17	"FABP6 (+44731), CCNJL (+80502)"
chr5_159659101_159659120_enh-1051132_9	"FABP6 (+44737), CCNJL (+80496)"
chr5_159659111_159659130_enh-1051132_1	"FABP6 (+44747), CCNJL (+80486)"
chr5_159659132_159659151_enh-1051132_7	"FABP6 (+44768), CCNJL (+80465)"
chr5_159659133_159659152_enh-1051132_2	"FABP6 (+44769), CCNJL (+80464)"
chr5_159659133_159659152_enh-1051132_6	"FABP6 (+44769), CCNJL (+80464)"
chr5_159659136_159659155_enh-1051132_5	"FABP6 (+44772), CCNJL (+80461)"
chr5_159659145_159659164_enh-1051132_8	"FABP6 (+44781), CCNJL (+80452)"
chr5_159661787_159661806_enh-1051132_2	"FABP6 (+47423), CCNJL (+77810)"
chr5_159661798_159661817_enh-1051132_1	"FABP6 (+47434), CCNJL (+77799)"
chr5_159662526_159662545_enh-1051132_10	"FABP6 (+48162), CCNJL (+77071)"
chr5_159662527_159662546_enh-1051132_3	"FABP6 (+48163), CCNJL (+77070)"
chr5_159662562_159662581_enh-1051132_8	"FABP6 (+48198), CCNJL (+77035)"
chr5_159662563_159662582_enh-1051132_11	"FABP6 (+48199), CCNJL (+77034)"
chr5_159662564_159662583_enh-1051132_6	"FABP6 (+48200), CCNJL (+77033)"
chr5_159662574_159662593_enh-1051132_4	"FABP6 (+48210), CCNJL (+77023)"
chr5_159662575_159662594_enh-1051132_9	"FABP6 (+48211), CCNJL (+77022)"
chr5_159662655_159662674_enh-1051132_5	"FABP6 (+48291), CCNJL (+76942)"
chr5_159662657_159662676_enh-1051132_7	"FABP6 (+48293), CCNJL (+76940)"
chr5_159662666_159662685_enh-1051132_2	"FABP6 (+48302), CCNJL (+76931)"
chr5_159662669_159662688_enh-1051132_1	"FABP6 (+48305), CCNJL (+76928)"
chr5_159665543_159665562_enh-1051132_5	"FABP6 (+51179), CCNJL (+74054)"
chr5_159665549_159665568_enh-1051132_7	"FABP6 (+51185), CCNJL (+74048)"
chr5_159665550_159665569_enh-1051132_8	"FABP6 (+51186), CCNJL (+74047)"
chr5_159665551_159665570_enh-1051132_6	"FABP6 (+51187), CCNJL (+74046)"
chr5_159665591_159665610_enh-1051132_9	"FABP6 (+51227), CCNJL (+74006)"
chr5_159665604_159665623_enh-1051132_11	"FABP6 (+51240), CCNJL (+73993)"
chr5_159665607_159665626_enh-1051132_2	"FABP6 (+51243), CCNJL (+73990)"
chr5_159665617_159665636_enh-1051132_1	"FABP6 (+51253), CCNJL (+73980)"
chr5_159665620_159665639_enh-1051132_3	"FABP6 (+51256), CCNJL (+73977)"
chr5_159665635_159665654_enh-1051132_4	"FABP6 (+51271), CCNJL (+73962)"
chr5_159665676_159665695_enh-1051132_12	"FABP6 (+51312), CCNJL (+73921)"
chr5_159665677_159665696_enh-1051132_10	"FABP6 (+51313), CCNJL (+73920)"
chr5_159665682_159665701_enh-1051132_13	"FABP6 (+51318), CCNJL (+73915)"
chr5_159666584_159666603_enh-1051132_2	"FABP6 (+52220), CCNJL (+73013)"
chr5_159666586_159666605_enh-1051132_1	"FABP6 (+52222), CCNJL (+73011)"
chr5_159668188_159668207_enh-1051132_3	"FABP6 (+53824), CCNJL (+71409)"
chr5_159668325_159668344_enh-1051132_2	"FABP6 (+53961), CCNJL (+71272)"
chr5_159668331_159668350_enh-1051132_1	"FABP6 (+53967), CCNJL (+71266)"
chr5_172226829_172226848_enh-1051431_10	"ERGIC1 (-34439), DUSP1 (-28641)"
chr5_172226929_172226948_enh-1051431_1	"ERGIC1 (-34339), DUSP1 (-28741)"
chr5_172226930_172226949_enh-1051431_2	"ERGIC1 (-34338), DUSP1 (-28742)"
chr5_172226943_172226962_enh-1051431_8	"ERGIC1 (-34325), DUSP1 (-28755)"
chr5_172226954_172226973_enh-1051431_4	"ERGIC1 (-34314), DUSP1 (-28766)"
chr5_172226992_172227011_enh-1051431_9	"ERGIC1 (-34276), DUSP1 (-28804)"
chr5_172226993_172227012_enh-1051431_7	"ERGIC1 (-34275), DUSP1 (-28805)"
chr5_172226994_172227013_enh-1051431_6	"ERGIC1 (-34274), DUSP1 (-28806)"
chr5_172226996_172227015_enh-1051431_5	"ERGIC1 (-34272), DUSP1 (-28808)"
chr5_172226997_172227016_enh-1051431_3	"ERGIC1 (-34271), DUSP1 (-28809)"
chr5_172233284_172233303_enh-1051431_11	"DUSP1 (-35096), ERGIC1 (-27984)"
chr5_172233316_172233335_enh-1051431_12	"DUSP1 (-35128), ERGIC1 (-27952)"
chr5_172233355_172233374_enh-1051431_1	"DUSP1 (-35167), ERGIC1 (-27913)"
chr5_172233370_172233389_enh-1051431_10	"DUSP1 (-35182), ERGIC1 (-27898)"
chr5_172233379_172233398_enh-1051431_13	"DUSP1 (-35191), ERGIC1 (-27889)"
chr5_172233382_172233401_enh-1051431_4	"DUSP1 (-35194), ERGIC1 (-27886)"
chr5_172233394_172233413_enh-1051431_9	"DUSP1 (-35206), ERGIC1 (-27874)"
chr5_172233395_172233414_enh-1051431_7	"DUSP1 (-35207), ERGIC1 (-27873)"
chr5_172233397_172233416_enh-1051431_5	"DUSP1 (-35209), ERGIC1 (-27871)"
chr5_172233406_172233425_enh-1051431_15	"DUSP1 (-35218), ERGIC1 (-27862)"
chr5_172233407_172233426_enh-1051431_6	"DUSP1 (-35219), ERGIC1 (-27861)"
chr5_172233413_172233432_enh-1051431_2	"DUSP1 (-35225), ERGIC1 (-27855)"
chr5_172233414_172233433_enh-1051431_3	"DUSP1 (-35226), ERGIC1 (-27854)"
chr5_172233422_172233441_enh-1051431_14	"DUSP1 (-35234), ERGIC1 (-27846)"
chr5_172233452_172233471_enh-1051431_8	"DUSP1 (-35264), ERGIC1 (-27816)"
chr5_172234241_172234260_enh-1051431_3	"DUSP1 (-36053), ERGIC1 (-27027)"
chr5_172234264_172234283_enh-1051431_9	"DUSP1 (-36076), ERGIC1 (-27004)"
chr5_172234265_172234284_enh-1051431_14	"DUSP1 (-36077), ERGIC1 (-27003)"
chr5_172234277_172234296_enh-1051431_10	"DUSP1 (-36089), ERGIC1 (-26991)"
chr5_172234278_172234297_enh-1051431_4	"DUSP1 (-36090), ERGIC1 (-26990)"
chr5_172234281_172234300_enh-1051431_7	"DUSP1 (-36093), ERGIC1 (-26987)"
chr5_172234290_172234309_enh-1051431_6	"DUSP1 (-36102), ERGIC1 (-26978)"
chr5_172234315_172234334_enh-1051431_12	"DUSP1 (-36127), ERGIC1 (-26953)"
chr5_172234328_172234347_enh-1051431_11	"DUSP1 (-36140), ERGIC1 (-26940)"
chr5_172234354_172234373_enh-1051431_8	"DUSP1 (-36166), ERGIC1 (-26914)"
chr5_172234355_172234374_enh-1051431_13	"DUSP1 (-36167), ERGIC1 (-26913)"
chr5_172234382_172234401_enh-1051431_15	"DUSP1 (-36194), ERGIC1 (-26886)"
chr5_172234383_172234402_enh-1051431_2	"DUSP1 (-36195), ERGIC1 (-26885)"
chr5_172234386_172234405_enh-1051431_1	"DUSP1 (-36198), ERGIC1 (-26882)"
chr5_172234387_172234406_enh-1051431_5	"DUSP1 (-36199), ERGIC1 (-26881)"
chr5_172234489_172234508_enh-1051431_2	"DUSP1 (-36301), ERGIC1 (-26779)"
chr5_172234492_172234511_enh-1051431_10	"DUSP1 (-36304), ERGIC1 (-26776)"
chr5_172234525_172234544_enh-1051431_8	"DUSP1 (-36337), ERGIC1 (-26743)"
chr5_172234527_172234546_enh-1051431_9	"DUSP1 (-36339), ERGIC1 (-26741)"
chr5_172234549_172234568_enh-1051431_3	"DUSP1 (-36361), ERGIC1 (-26719)"
chr5_172234552_172234571_enh-1051431_1	"DUSP1 (-36364), ERGIC1 (-26716)"
chr5_172234615_172234634_enh-1051431_4	"DUSP1 (-36427), ERGIC1 (-26653)"
chr5_172234627_172234646_enh-1051431_6	"DUSP1 (-36439), ERGIC1 (-26641)"
chr5_172234631_172234650_enh-1051431_5	"DUSP1 (-36443), ERGIC1 (-26637)"
chr5_172234632_172234651_enh-1051431_7	"DUSP1 (-36444), ERGIC1 (-26636)"
chr5_172234655_172234674_enh-1051431_9	"DUSP1 (-36467), ERGIC1 (-26613)"
chr5_172234673_172234692_enh-1051431_2	"DUSP1 (-36485), ERGIC1 (-26595)"
chr5_172234704_172234723_enh-1051431_5	"DUSP1 (-36516), ERGIC1 (-26564)"
chr5_172234705_172234724_enh-1051431_4	"DUSP1 (-36517), ERGIC1 (-26563)"
chr5_172234706_172234725_enh-1051431_8	"DUSP1 (-36518), ERGIC1 (-26562)"
chr5_177855989_177856008_enh-1051597_11	"PHYKPL (-196213), COL23A1 (+161557)"
chr5_177855996_177856015_enh-1051597_2	"PHYKPL (-196220), COL23A1 (+161550)"
chr5_177856013_177856032_enh-1051597_8	"PHYKPL (-196237), COL23A1 (+161533)"
chr5_177856017_177856036_enh-1051597_4	"PHYKPL (-196241), COL23A1 (+161529)"
chr5_177856018_177856037_enh-1051597_12	"PHYKPL (-196242), COL23A1 (+161528)"
chr5_177856043_177856062_enh-1051597_1	"PHYKPL (-196267), COL23A1 (+161503)"
chr5_177856048_177856067_enh-1051597_5	"PHYKPL (-196272), COL23A1 (+161498)"
chr5_177856053_177856072_enh-1051597_6	"PHYKPL (-196277), COL23A1 (+161493)"
chr5_177856054_177856073_enh-1051597_3	"PHYKPL (-196278), COL23A1 (+161492)"
chr5_177856071_177856090_enh-1051597_10	"PHYKPL (-196295), COL23A1 (+161475)"
chr5_177856077_177856096_enh-1051597_9	"PHYKPL (-196301), COL23A1 (+161469)"
chr5_177856092_177856111_enh-1051597_7	"PHYKPL (-196316), COL23A1 (+161454)"
chr5_177856301_177856320_enh-1051597_5	"PHYKPL (-196525), COL23A1 (+161245)"
chr5_177856304_177856323_enh-1051597_1	"PHYKPL (-196528), COL23A1 (+161242)"
chr5_177856306_177856325_enh-1051597_6	"PHYKPL (-196530), COL23A1 (+161240)"
chr5_177856311_177856330_enh-1051597_2	"PHYKPL (-196535), COL23A1 (+161235)"
chr5_177856313_177856332_enh-1051597_3	"PHYKPL (-196537), COL23A1 (+161233)"
chr5_177856366_177856385_enh-1051597_7	"PHYKPL (-196590), COL23A1 (+161180)"
chr5_177856372_177856391_enh-1051597_4	"PHYKPL (-196596), COL23A1 (+161174)"
chr5_177856486_177856505_enh-1051597_1	"PHYKPL (-196710), COL23A1 (+161060)"
chr5_177858101_177858120_enh-1051597_2	"PHYKPL (-198325), COL23A1 (+159445)"
chr5_177858108_177858127_enh-1051597_5	"PHYKPL (-198332), COL23A1 (+159438)"
chr5_177858218_177858237_enh-1051597_6	"PHYKPL (-198442), COL23A1 (+159328)"
chr5_177858247_177858266_enh-1051597_3	"PHYKPL (-198471), COL23A1 (+159299)"
chr5_177858250_177858269_enh-1051597_1	"PHYKPL (-198474), COL23A1 (+159296)"
chr5_177858253_177858272_enh-1051597_4	"PHYKPL (-198477), COL23A1 (+159293)"
chr5_177859291_177859310_enh-1051597_1	"PHYKPL (-199515), COL23A1 (+158255)"
chr5_177859297_177859316_enh-1051597_2	"PHYKPL (-199521), COL23A1 (+158249)"
chr5_177859300_177859319_enh-1051597_4	"PHYKPL (-199524), COL23A1 (+158246)"
chr5_177859391_177859410_enh-1051597_3	"PHYKPL (-199615), COL23A1 (+158155)"
chr5_177859399_177859418_enh-1051597_6	"PHYKPL (-199623), COL23A1 (+158147)"
chr5_177859406_177859425_enh-1051597_5	"PHYKPL (-199630), COL23A1 (+158140)"
chr5_177859859_177859878_enh-1051597_1	"PHYKPL (-200083), COL23A1 (+157687)"
chr5_177859866_177859885_enh-1051597_9	"PHYKPL (-200090), COL23A1 (+157680)"
chr5_177859869_177859888_enh-1051597_4	"PHYKPL (-200093), COL23A1 (+157677)"
chr5_177859874_177859893_enh-1051597_8	"PHYKPL (-200098), COL23A1 (+157672)"
chr5_177859875_177859894_enh-1051597_14	"PHYKPL (-200099), COL23A1 (+157671)"
chr5_177859876_177859895_enh-1051597_3	"PHYKPL (-200100), COL23A1 (+157670)"
chr5_177859877_177859896_enh-1051597_12	"PHYKPL (-200101), COL23A1 (+157669)"
chr5_177859917_177859936_enh-1051597_10	"PHYKPL (-200141), COL23A1 (+157629)"
chr5_177859921_177859940_enh-1051597_6	"PHYKPL (-200145), COL23A1 (+157625)"
chr5_177859925_177859944_enh-1051597_2	"PHYKPL (-200149), COL23A1 (+157621)"
chr5_177859944_177859963_enh-1051597_11	"PHYKPL (-200168), COL23A1 (+157602)"
chr5_177859948_177859967_enh-1051597_13	"PHYKPL (-200172), COL23A1 (+157598)"
chr5_177859953_177859972_enh-1051597_5	"PHYKPL (-200177), COL23A1 (+157593)"
chr5_177859953_177859972_enh-1051597_7	"PHYKPL (-200177), COL23A1 (+157593)"
chr5_177859955_177859974_enh-1051597_3	"PHYKPL (-200179), COL23A1 (+157591)"
chr5_177859971_177859990_enh-1051597_8	"PHYKPL (-200195), COL23A1 (+157575)"
chr5_177860004_177860023_enh-1051597_10	"PHYKPL (-200228), COL23A1 (+157542)"
chr5_177860080_177860099_enh-1051597_9	"PHYKPL (-200304), COL23A1 (+157466)"
chr5_177860086_177860105_enh-1051597_10	"PHYKPL (-200310), COL23A1 (+157460)"
chr5_177860090_177860109_enh-1051597_4	"PHYKPL (-200314), COL23A1 (+157456)"
chr5_177860594_177860613_enh-1051597_3	"PHYKPL (-200818), COL23A1 (+156952)"
chr5_177860624_177860643_enh-1051597_1	"PHYKPL (-200848), COL23A1 (+156922)"
chr5_177860627_177860646_enh-1051597_2	"PHYKPL (-200851), COL23A1 (+156919)"
chr5_177876544_177876563_enh-1051598_3	"PHYKPL (-216768), COL23A1 (+141002)"
chr5_177876622_177876641_enh-1051598_2	"PHYKPL (-216846), COL23A1 (+140924)"
chr5_177876623_177876642_enh-1051598_1	"PHYKPL (-216847), COL23A1 (+140923)"
chr5_177879703_177879722_enh-1051598_2	"PHYKPL (-219927), COL23A1 (+137843)"
chr5_177879773_177879792_enh-1051598_1	"PHYKPL (-219997), COL23A1 (+137773)"
chr5_177881226_177881245_enh-1051598_1	"PHYKPL (-221450), COL23A1 (+136320)"
chr5_177881363_177881382_enh-1051598_2	"PHYKPL (-221587), COL23A1 (+136183)"
chr5_177882436_177882455_enh-1051598_8	"PHYKPL (-222660), COL23A1 (+135110)"
chr5_177882471_177882490_enh-1051598_7	"PHYKPL (-222695), COL23A1 (+135075)"
chr5_177882494_177882513_enh-1051598_6	"PHYKPL (-222718), COL23A1 (+135052)"
chr5_177882497_177882516_enh-1051598_3	"PHYKPL (-222721), COL23A1 (+135049)"
chr5_177882564_177882583_enh-1051598_1	"PHYKPL (-222788), COL23A1 (+134982)"
chr5_177882566_177882585_enh-1051598_5	"PHYKPL (-222790), COL23A1 (+134980)"
chr5_177882567_177882586_enh-1051598_4	"PHYKPL (-222791), COL23A1 (+134979)"
chr5_177882572_177882591_enh-1051598_2	"PHYKPL (-222796), COL23A1 (+134974)"
chr5_177887079_177887098_enh-1051598_2	"PHYKPL (-227303), COL23A1 (+130467)"
chr5_177887080_177887099_enh-1051598_1	"PHYKPL (-227304), COL23A1 (+130466)"
chr5_177887361_177887380_enh-1051598_2	"PHYKPL (-227585), COL23A1 (+130185)"
chr5_177887362_177887381_enh-1051598_3	"PHYKPL (-227586), COL23A1 (+130184)"
chr5_177887375_177887394_enh-1051598_4	"PHYKPL (-227599), COL23A1 (+130171)"
chr5_177887377_177887396_enh-1051598_5	"PHYKPL (-227601), COL23A1 (+130169)"
chr5_177887378_177887397_enh-1051598_1	"PHYKPL (-227602), COL23A1 (+130168)"
chr5_177887379_177887398_enh-1051598_6	"PHYKPL (-227603), COL23A1 (+130167)"
chr5_177888606_177888625_enh-1051598_2	"PHYKPL (-228830), COL23A1 (+128940)"
chr5_177888681_177888700_enh-1051598_6	"PHYKPL (-228905), COL23A1 (+128865)"
chr5_177888697_177888716_enh-1051598_3	"PHYKPL (-228921), COL23A1 (+128849)"
